CustomerKey,CustomerName,Segment,Industry,RegionKey,RegionName,Country,City,CustomerSince,Status
3761,Customer 3761,Small Business,Hospitality,10,India South,India,Bengaluru,2018-06-12,Dormant
3762,Customer 3762,Consumer,Hospitality,8,Oman,Oman,Muscat,2019-07-13,Active
3763,Customer 3763,Small Business,Retail,5,Qatar,Qatar,Doha,2020-08-14,Active
3764,Customer 3764,Small Business,Healthcare,7,Bahrain,Bahrain,Manama,2021-09-15,Active
3765,Customer 3765,Enterprise,Technology,5,Qatar,Qatar,Doha,2022-10-16,Dormant
3766,Customer 3766,Consumer,Hospitality,9,India West,India,Mumbai,2023-11-17,Active
3767,Customer 3767,Small Business,Financial Services,6,Kuwait,Kuwait,Kuwait City,2024-12-18,Dormant
3768,Customer 3768,Small Business,Education,5,Qatar,Qatar,Doha,2017-01-19,Dormant
3769,Customer 3769,Small Business,Technology,10,India South,India,Bengaluru,2018-02-20,Dormant
3770,Customer 3770,Mid-Market,Hospitality,10,India South,India,Bengaluru,2019-03-21,Active
3771,Customer 3771,Small Business,Construction,6,Kuwait,Kuwait,Kuwait City,2020-04-22,Active
3772,Customer 3772,Mid-Market,Healthcare,2,UAE South,UAE,Abu Dhabi,2021-05-23,Active
3773,Customer 3773,Consumer,Government,1,UAE North,UAE,Dubai,2022-06-24,Active
3774,Customer 3774,Small Business,Financial Services,4,Saudi West,Saudi Arabia,Jeddah,2023-07-25,Active
3775,Customer 3775,Enterprise,Government,6,Kuwait,Kuwait,Kuwait City,2024-08-01,Active
3776,Customer 3776,Small Business,Retail,7,Bahrain,Bahrain,Manama,2017-09-02,Active
3777,Customer 3777,Small Business,Financial Services,10,India South,India,Bengaluru,2018-10-03,Active
3778,Customer 3778,Mid-Market,Financial Services,7,Bahrain,Bahrain,Manama,2019-11-04,Active
3779,Customer 3779,Small Business,Technology,2,UAE South,UAE,Abu Dhabi,2020-12-05,Active
3780,Customer 3780,Small Business,Financial Services,6,Kuwait,Kuwait,Kuwait City,2021-01-06,Dormant
3781,Customer 3781,Enterprise,Technology,1,UAE North,UAE,Dubai,2022-02-07,Active
3782,Customer 3782,Small Business,Technology,5,Qatar,Qatar,Doha,2023-03-08,Active
3783,Customer 3783,Mid-Market,Financial Services,1,UAE North,UAE,Dubai,2024-04-09,Dormant
3784,Customer 3784,Consumer,Financial Services,5,Qatar,Qatar,Doha,2017-05-10,Dormant
3785,Customer 3785,Small Business,Construction,8,Oman,Oman,Muscat,2018-06-11,Dormant
3786,Customer 3786,Mid-Market,Technology,5,Qatar,Qatar,Doha,2019-07-12,Active
3787,Customer 3787,Consumer,Government,7,Bahrain,Bahrain,Manama,2020-08-13,Dormant
3788,Customer 3788,Small Business,Retail,6,Kuwait,Kuwait,Kuwait City,2021-09-14,Dormant
3789,Customer 3789,Consumer,Education,5,Qatar,Qatar,Doha,2022-10-15,Active
3790,Customer 3790,Consumer,Retail,9,India West,India,Mumbai,2023-11-16,Dormant
3791,Customer 3791,Mid-Market,Construction,3,Saudi Central,Saudi Arabia,Riyadh,2024-12-17,Active
3792,Customer 3792,Consumer,Healthcare,7,Bahrain,Bahrain,Manama,2017-01-18,Active
3793,Customer 3793,Mid-Market,Technology,7,Bahrain,Bahrain,Manama,2018-02-19,Active
3794,Customer 3794,Small Business,Construction,2,UAE South,UAE,Abu Dhabi,2019-03-20,Active
3795,Customer 3795,Consumer,Retail,4,Saudi West,Saudi Arabia,Jeddah,2020-04-21,Dormant
3796,Customer 3796,Consumer,Hospitality,3,Saudi Central,Saudi Arabia,Riyadh,2021-05-22,Active
3797,Customer 3797,Mid-Market,Government,3,Saudi Central,Saudi Arabia,Riyadh,2022-06-23,Dormant
3798,Customer 3798,Small Business,Government,8,Oman,Oman,Muscat,2023-07-24,Active
3799,Customer 3799,Mid-Market,Construction,7,Bahrain,Bahrain,Manama,2024-08-25,Active
3800,Customer 3800,Enterprise,Hospitality,7,Bahrain,Bahrain,Manama,2017-09-01,Active
3801,Customer 3801,Consumer,Hospitality,5,Qatar,Qatar,Doha,2018-10-02,Active
3802,Customer 3802,Consumer,Technology,6,Kuwait,Kuwait,Kuwait City,2019-11-03,Dormant
3803,Customer 3803,Enterprise,Retail,1,UAE North,UAE,Dubai,2020-12-04,Active
3804,Customer 3804,Small Business,Financial Services,8,Oman,Oman,Muscat,2021-01-05,Dormant
3805,Customer 3805,Consumer,Healthcare,8,Oman,Oman,Muscat,2022-02-06,Active
3806,Customer 3806,Mid-Market,Construction,2,UAE South,UAE,Abu Dhabi,2023-03-07,Dormant
3807,Customer 3807,Consumer,Technology,1,UAE North,UAE,Dubai,2024-04-08,Dormant
3808,Customer 3808,Consumer,Financial Services,3,Saudi Central,Saudi Arabia,Riyadh,2017-05-09,Active
3809,Customer 3809,Small Business,Financial Services,3,Saudi Central,Saudi Arabia,Riyadh,2018-06-10,Active
3810,Customer 3810,Consumer,Healthcare,3,Saudi Central,Saudi Arabia,Riyadh,2019-07-11,Active
3811,Customer 3811,Small Business,Education,4,Saudi West,Saudi Arabia,Jeddah,2020-08-12,Dormant
3812,Customer 3812,Mid-Market,Construction,6,Kuwait,Kuwait,Kuwait City,2021-09-13,Dormant
3813,Customer 3813,Enterprise,Construction,9,India West,India,Mumbai,2022-10-14,Active
3814,Customer 3814,Consumer,Healthcare,6,Kuwait,Kuwait,Kuwait City,2023-11-15,Active
3815,Customer 3815,Mid-Market,Education,3,Saudi Central,Saudi Arabia,Riyadh,2024-12-16,Active
3816,Customer 3816,Mid-Market,Technology,5,Qatar,Qatar,Doha,2017-01-17,Active
3817,Customer 3817,Small Business,Financial Services,1,UAE North,UAE,Dubai,2018-02-18,Active
3818,Customer 3818,Small Business,Technology,5,Qatar,Qatar,Doha,2019-03-19,Dormant
3819,Customer 3819,Consumer,Education,6,Kuwait,Kuwait,Kuwait City,2020-04-20,Active
3820,Customer 3820,Mid-Market,Education,2,UAE South,UAE,Abu Dhabi,2021-05-21,Active
3821,Customer 3821,Mid-Market,Government,8,Oman,Oman,Muscat,2022-06-22,Active
3822,Customer 3822,Small Business,Financial Services,8,Oman,Oman,Muscat,2023-07-23,Active
3823,Customer 3823,Small Business,Healthcare,4,Saudi West,Saudi Arabia,Jeddah,2024-08-24,Dormant
3824,Customer 3824,Enterprise,Financial Services,3,Saudi Central,Saudi Arabia,Riyadh,2017-09-25,Active
3825,Customer 3825,Consumer,Construction,2,UAE South,UAE,Abu Dhabi,2018-10-01,Active
3826,Customer 3826,Enterprise,Hospitality,9,India West,India,Mumbai,2019-11-02,Dormant
3827,Customer 3827,Consumer,Technology,4,Saudi West,Saudi Arabia,Jeddah,2020-12-03,Active
3828,Customer 3828,Enterprise,Education,4,Saudi West,Saudi Arabia,Jeddah,2021-01-04,Active
3829,Customer 3829,Small Business,Healthcare,9,India West,India,Mumbai,2022-02-05,Active
3830,Customer 3830,Consumer,Construction,10,India South,India,Bengaluru,2023-03-06,Active
3831,Customer 3831,Enterprise,Hospitality,5,Qatar,Qatar,Doha,2024-04-07,Active
3832,Customer 3832,Small Business,Technology,7,Bahrain,Bahrain,Manama,2017-05-08,Active
3833,Customer 3833,Mid-Market,Healthcare,7,Bahrain,Bahrain,Manama,2018-06-09,Active
3834,Customer 3834,Mid-Market,Construction,5,Qatar,Qatar,Doha,2019-07-10,Active
3835,Customer 3835,Small Business,Education,5,Qatar,Qatar,Doha,2020-08-11,Active
3836,Customer 3836,Small Business,Education,2,UAE South,UAE,Abu Dhabi,2021-09-12,Dormant
3837,Customer 3837,Enterprise,Construction,9,India West,India,Mumbai,2022-10-13,Active
3838,Customer 3838,Mid-Market,Government,10,India South,India,Bengaluru,2023-11-14,Active
3839,Customer 3839,Consumer,Financial Services,9,India West,India,Mumbai,2024-12-15,Active
3840,Customer 3840,Enterprise,Construction,10,India South,India,Bengaluru,2017-01-16,Dormant
3841,Customer 3841,Consumer,Government,10,India South,India,Bengaluru,2018-02-17,Active
3842,Customer 3842,Consumer,Healthcare,5,Qatar,Qatar,Doha,2019-03-18,Active
3843,Customer 3843,Mid-Market,Hospitality,7,Bahrain,Bahrain,Manama,2020-04-19,Dormant
3844,Customer 3844,Mid-Market,Healthcare,5,Qatar,Qatar,Doha,2021-05-20,Active
3845,Customer 3845,Small Business,Government,9,India West,India,Mumbai,2022-06-21,Active
3846,Customer 3846,Mid-Market,Hospitality,9,India West,India,Mumbai,2023-07-22,Active
3847,Customer 3847,Consumer,Government,2,UAE South,UAE,Abu Dhabi,2024-08-23,Active
3848,Customer 3848,Consumer,Healthcare,7,Bahrain,Bahrain,Manama,2017-09-24,Active
3849,Customer 3849,Small Business,Retail,3,Saudi Central,Saudi Arabia,Riyadh,2018-10-25,Active
3850,Customer 3850,Mid-Market,Retail,3,Saudi Central,Saudi Arabia,Riyadh,2019-11-01,Active
3851,Customer 3851,Mid-Market,Healthcare,1,UAE North,UAE,Dubai,2020-12-02,Active
3852,Customer 3852,Enterprise,Financial Services,1,UAE North,UAE,Dubai,2021-01-03,Dormant
3853,Customer 3853,Small Business,Retail,7,Bahrain,Bahrain,Manama,2022-02-04,Active
3854,Customer 3854,Consumer,Government,9,India West,India,Mumbai,2023-03-05,Dormant
3855,Customer 3855,Enterprise,Hospitality,2,UAE South,UAE,Abu Dhabi,2024-04-06,Active
3856,Customer 3856,Small Business,Hospitality,4,Saudi West,Saudi Arabia,Jeddah,2017-05-07,Active
3857,Customer 3857,Consumer,Education,1,UAE North,UAE,Dubai,2018-06-08,Active
3858,Customer 3858,Small Business,Hospitality,6,Kuwait,Kuwait,Kuwait City,2019-07-09,Active
3859,Customer 3859,Mid-Market,Healthcare,8,Oman,Oman,Muscat,2020-08-10,Active
3860,Customer 3860,Mid-Market,Construction,6,Kuwait,Kuwait,Kuwait City,2021-09-11,Active
3861,Customer 3861,Enterprise,Retail,1,UAE North,UAE,Dubai,2022-10-12,Dormant
3862,Customer 3862,Consumer,Retail,7,Bahrain,Bahrain,Manama,2023-11-13,Active
3863,Customer 3863,Consumer,Financial Services,5,Qatar,Qatar,Doha,2024-12-14,Dormant
3864,Customer 3864,Mid-Market,Retail,2,UAE South,UAE,Abu Dhabi,2017-01-15,Dormant
3865,Customer 3865,Consumer,Financial Services,7,Bahrain,Bahrain,Manama,2018-02-16,Dormant
3866,Customer 3866,Enterprise,Retail,5,Qatar,Qatar,Doha,2019-03-17,Dormant
3867,Customer 3867,Mid-Market,Hospitality,6,Kuwait,Kuwait,Kuwait City,2020-04-18,Active
3868,Customer 3868,Consumer,Retail,4,Saudi West,Saudi Arabia,Jeddah,2021-05-19,Dormant
3869,Customer 3869,Mid-Market,Financial Services,9,India West,India,Mumbai,2022-06-20,Active
3870,Customer 3870,Small Business,Retail,10,India South,India,Bengaluru,2023-07-21,Active
3871,Customer 3871,Consumer,Financial Services,9,India West,India,Mumbai,2024-08-22,Dormant
3872,Customer 3872,Mid-Market,Healthcare,9,India West,India,Mumbai,2017-09-23,Dormant
3873,Customer 3873,Consumer,Financial Services,9,India West,India,Mumbai,2018-10-24,Active
3874,Customer 3874,Small Business,Retail,7,Bahrain,Bahrain,Manama,2019-11-25,Active
3875,Customer 3875,Small Business,Hospitality,9,India West,India,Mumbai,2020-12-01,Dormant
3876,Customer 3876,Consumer,Government,9,India West,India,Mumbai,2021-01-02,Active
3877,Customer 3877,Enterprise,Financial Services,6,Kuwait,Kuwait,Kuwait City,2022-02-03,Active
3878,Customer 3878,Small Business,Hospitality,6,Kuwait,Kuwait,Kuwait City,2023-03-04,Dormant
3879,Customer 3879,Enterprise,Education,7,Bahrain,Bahrain,Manama,2024-04-05,Active
3880,Customer 3880,Consumer,Healthcare,1,UAE North,UAE,Dubai,2017-05-06,Dormant
3881,Customer 3881,Small Business,Healthcare,6,Kuwait,Kuwait,Kuwait City,2018-06-07,Dormant
3882,Customer 3882,Mid-Market,Hospitality,1,UAE North,UAE,Dubai,2019-07-08,Active
3883,Customer 3883,Mid-Market,Healthcare,10,India South,India,Bengaluru,2020-08-09,Active
3884,Customer 3884,Mid-Market,Construction,8,Oman,Oman,Muscat,2021-09-10,Active
3885,Customer 3885,Small Business,Technology,8,Oman,Oman,Muscat,2022-10-11,Active
3886,Customer 3886,Small Business,Financial Services,3,Saudi Central,Saudi Arabia,Riyadh,2023-11-12,Active
3887,Customer 3887,Enterprise,Healthcare,2,UAE South,UAE,Abu Dhabi,2024-12-13,Active
3888,Customer 3888,Small Business,Financial Services,2,UAE South,UAE,Abu Dhabi,2017-01-14,Active
3889,Customer 3889,Mid-Market,Healthcare,7,Bahrain,Bahrain,Manama,2018-02-15,Active
3890,Customer 3890,Consumer,Construction,10,India South,India,Bengaluru,2019-03-16,Active
3891,Customer 3891,Enterprise,Technology,8,Oman,Oman,Muscat,2020-04-17,Active
3892,Customer 3892,Consumer,Hospitality,5,Qatar,Qatar,Doha,2021-05-18,Active
3893,Customer 3893,Small Business,Retail,5,Qatar,Qatar,Doha,2022-06-19,Active
3894,Customer 3894,Consumer,Healthcare,7,Bahrain,Bahrain,Manama,2023-07-20,Active
3895,Customer 3895,Mid-Market,Construction,10,India South,India,Bengaluru,2024-08-21,Dormant
3896,Customer 3896,Consumer,Retail,1,UAE North,UAE,Dubai,2017-09-22,Active
3897,Customer 3897,Small Business,Education,2,UAE South,UAE,Abu Dhabi,2018-10-23,Active
3898,Customer 3898,Mid-Market,Retail,7,Bahrain,Bahrain,Manama,2019-11-24,Dormant
3899,Customer 3899,Mid-Market,Healthcare,3,Saudi Central,Saudi Arabia,Riyadh,2020-12-25,Active
3900,Customer 3900,Consumer,Healthcare,8,Oman,Oman,Muscat,2021-01-01,Active
3901,Customer 3901,Enterprise,Hospitality,5,Qatar,Qatar,Doha,2022-02-02,Dormant
3902,Customer 3902,Small Business,Healthcare,9,India West,India,Mumbai,2023-03-03,Active
3903,Customer 3903,Consumer,Education,5,Qatar,Qatar,Doha,2024-04-04,Active
3904,Customer 3904,Consumer,Hospitality,3,Saudi Central,Saudi Arabia,Riyadh,2017-05-05,Dormant
3905,Customer 3905,Consumer,Construction,9,India West,India,Mumbai,2018-06-06,Active
3906,Customer 3906,Enterprise,Construction,8,Oman,Oman,Muscat,2019-07-07,Active
3907,Customer 3907,Enterprise,Construction,2,UAE South,UAE,Abu Dhabi,2020-08-08,Active
3908,Customer 3908,Mid-Market,Government,10,India South,India,Bengaluru,2021-09-09,Active
3909,Customer 3909,Mid-Market,Financial Services,2,UAE South,UAE,Abu Dhabi,2022-10-10,Active
3910,Customer 3910,Consumer,Education,1,UAE North,UAE,Dubai,2023-11-11,Dormant
3911,Customer 3911,Consumer,Healthcare,1,UAE North,UAE,Dubai,2024-12-12,Active
3912,Customer 3912,Enterprise,Hospitality,1,UAE North,UAE,Dubai,2017-01-13,Dormant
3913,Customer 3913,Mid-Market,Retail,10,India South,India,Bengaluru,2018-02-14,Active
3914,Customer 3914,Mid-Market,Hospitality,8,Oman,Oman,Muscat,2019-03-15,Active
3915,Customer 3915,Consumer,Technology,9,India West,India,Mumbai,2020-04-16,Active
3916,Customer 3916,Consumer,Government,3,Saudi Central,Saudi Arabia,Riyadh,2021-05-17,Dormant
3917,Customer 3917,Small Business,Education,10,India South,India,Bengaluru,2022-06-18,Dormant
3918,Customer 3918,Mid-Market,Technology,6,Kuwait,Kuwait,Kuwait City,2023-07-19,Active
3919,Customer 3919,Consumer,Financial Services,8,Oman,Oman,Muscat,2024-08-20,Active
3920,Customer 3920,Consumer,Healthcare,10,India South,India,Bengaluru,2017-09-21,Dormant
3921,Customer 3921,Consumer,Hospitality,4,Saudi West,Saudi Arabia,Jeddah,2018-10-22,Active
3922,Customer 3922,Enterprise,Construction,2,UAE South,UAE,Abu Dhabi,2019-11-23,Active
3923,Customer 3923,Mid-Market,Financial Services,3,Saudi Central,Saudi Arabia,Riyadh,2020-12-24,Active
3924,Customer 3924,Enterprise,Technology,3,Saudi Central,Saudi Arabia,Riyadh,2021-01-25,Active
3925,Customer 3925,Small Business,Education,6,Kuwait,Kuwait,Kuwait City,2022-02-01,Active
3926,Customer 3926,Small Business,Retail,3,Saudi Central,Saudi Arabia,Riyadh,2023-03-02,Dormant
3927,Customer 3927,Consumer,Financial Services,5,Qatar,Qatar,Doha,2024-04-03,Active
3928,Customer 3928,Small Business,Education,7,Bahrain,Bahrain,Manama,2017-05-04,Active
3929,Customer 3929,Consumer,Education,5,Qatar,Qatar,Doha,2018-06-05,Active
3930,Customer 3930,Mid-Market,Education,3,Saudi Central,Saudi Arabia,Riyadh,2019-07-06,Dormant
3931,Customer 3931,Small Business,Healthcare,5,Qatar,Qatar,Doha,2020-08-07,Active
3932,Customer 3932,Mid-Market,Government,6,Kuwait,Kuwait,Kuwait City,2021-09-08,Dormant
3933,Customer 3933,Consumer,Financial Services,5,Qatar,Qatar,Doha,2022-10-09,Active
3934,Customer 3934,Small Business,Construction,8,Oman,Oman,Muscat,2023-11-10,Active
3935,Customer 3935,Consumer,Healthcare,6,Kuwait,Kuwait,Kuwait City,2024-12-11,Active
3936,Customer 3936,Mid-Market,Retail,10,India South,India,Bengaluru,2017-01-12,Active
3937,Customer 3937,Consumer,Construction,9,India West,India,Mumbai,2018-02-13,Active
3938,Customer 3938,Small Business,Technology,1,UAE North,UAE,Dubai,2019-03-14,Active
3939,Customer 3939,Enterprise,Education,10,India South,India,Bengaluru,2020-04-15,Active
3940,Customer 3940,Consumer,Government,2,UAE South,UAE,Abu Dhabi,2021-05-16,Dormant
3941,Customer 3941,Small Business,Retail,2,UAE South,UAE,Abu Dhabi,2022-06-17,Active
3942,Customer 3942,Consumer,Government,6,Kuwait,Kuwait,Kuwait City,2023-07-18,Dormant
3943,Customer 3943,Small Business,Healthcare,1,UAE North,UAE,Dubai,2024-08-19,Active
3944,Customer 3944,Small Business,Construction,1,UAE North,UAE,Dubai,2017-09-20,Active
3945,Customer 3945,Consumer,Technology,6,Kuwait,Kuwait,Kuwait City,2018-10-21,Active
3946,Customer 3946,Consumer,Hospitality,3,Saudi Central,Saudi Arabia,Riyadh,2019-11-22,Active
3947,Customer 3947,Small Business,Construction,3,Saudi Central,Saudi Arabia,Riyadh,2020-12-23,Active
3948,Customer 3948,Enterprise,Financial Services,1,UAE North,UAE,Dubai,2021-01-24,Active
3949,Customer 3949,Mid-Market,Construction,2,UAE South,UAE,Abu Dhabi,2022-02-25,Active
3950,Customer 3950,Consumer,Construction,3,Saudi Central,Saudi Arabia,Riyadh,2023-03-01,Active
3951,Customer 3951,Small Business,Construction,8,Oman,Oman,Muscat,2024-04-02,Active
3952,Customer 3952,Mid-Market,Government,8,Oman,Oman,Muscat,2017-05-03,Active
3953,Customer 3953,Consumer,Healthcare,8,Oman,Oman,Muscat,2018-06-04,Dormant
3954,Customer 3954,Small Business,Construction,10,India South,India,Bengaluru,2019-07-05,Active
3955,Customer 3955,Consumer,Hospitality,1,UAE North,UAE,Dubai,2020-08-06,Active
3956,Customer 3956,Consumer,Technology,1,UAE North,UAE,Dubai,2021-09-07,Active
3957,Customer 3957,Consumer,Retail,5,Qatar,Qatar,Doha,2022-10-08,Active
3958,Customer 3958,Enterprise,Technology,10,India South,India,Bengaluru,2023-11-09,Active
3959,Customer 3959,Consumer,Education,3,Saudi Central,Saudi Arabia,Riyadh,2024-12-10,Dormant
3960,Customer 3960,Small Business,Technology,1,UAE North,UAE,Dubai,2017-01-11,Active
3961,Customer 3961,Small Business,Hospitality,2,UAE South,UAE,Abu Dhabi,2018-02-12,Active
3962,Customer 3962,Consumer,Healthcare,6,Kuwait,Kuwait,Kuwait City,2019-03-13,Active
3963,Customer 3963,Consumer,Education,6,Kuwait,Kuwait,Kuwait City,2020-04-14,Active
3964,Customer 3964,Mid-Market,Retail,10,India South,India,Bengaluru,2021-05-15,Active
3965,Customer 3965,Enterprise,Retail,7,Bahrain,Bahrain,Manama,2022-06-16,Dormant
3966,Customer 3966,Small Business,Retail,8,Oman,Oman,Muscat,2023-07-17,Active
3967,Customer 3967,Small Business,Retail,7,Bahrain,Bahrain,Manama,2024-08-18,Active
3968,Customer 3968,Small Business,Government,9,India West,India,Mumbai,2017-09-19,Dormant
3969,Customer 3969,Enterprise,Education,5,Qatar,Qatar,Doha,2018-10-20,Dormant
3970,Customer 3970,Mid-Market,Healthcare,9,India West,India,Mumbai,2019-11-21,Active
3971,Customer 3971,Small Business,Technology,4,Saudi West,Saudi Arabia,Jeddah,2020-12-22,Active
3972,Customer 3972,Small Business,Construction,10,India South,India,Bengaluru,2021-01-23,Active
3973,Customer 3973,Enterprise,Government,1,UAE North,UAE,Dubai,2022-02-24,Dormant
3974,Customer 3974,Consumer,Healthcare,7,Bahrain,Bahrain,Manama,2023-03-25,Active
3975,Customer 3975,Enterprise,Healthcare,6,Kuwait,Kuwait,Kuwait City,2024-04-01,Active
3976,Customer 3976,Enterprise,Education,1,UAE North,UAE,Dubai,2017-05-02,Dormant
3977,Customer 3977,Mid-Market,Financial Services,6,Kuwait,Kuwait,Kuwait City,2018-06-03,Active
3978,Customer 3978,Enterprise,Technology,5,Qatar,Qatar,Doha,2019-07-04,Active
3979,Customer 3979,Enterprise,Healthcare,10,India South,India,Bengaluru,2020-08-05,Active
3980,Customer 3980,Consumer,Technology,4,Saudi West,Saudi Arabia,Jeddah,2021-09-06,Active
3981,Customer 3981,Enterprise,Retail,2,UAE South,UAE,Abu Dhabi,2022-10-07,Active
3982,Customer 3982,Consumer,Retail,7,Bahrain,Bahrain,Manama,2023-11-08,Active
3983,Customer 3983,Enterprise,Financial Services,4,Saudi West,Saudi Arabia,Jeddah,2024-12-09,Active
3984,Customer 3984,Enterprise,Hospitality,4,Saudi West,Saudi Arabia,Jeddah,2017-01-10,Active
3985,Customer 3985,Small Business,Education,7,Bahrain,Bahrain,Manama,2018-02-11,Active
3986,Customer 3986,Consumer,Technology,10,India South,India,Bengaluru,2019-03-12,Active
3987,Customer 3987,Mid-Market,Government,8,Oman,Oman,Muscat,2020-04-13,Active
3988,Customer 3988,Consumer,Hospitality,10,India South,India,Bengaluru,2021-05-14,Active
3989,Customer 3989,Consumer,Financial Services,10,India South,India,Bengaluru,2022-06-15,Active
3990,Customer 3990,Small Business,Education,3,Saudi Central,Saudi Arabia,Riyadh,2023-07-16,Active
3991,Customer 3991,Small Business,Healthcare,7,Bahrain,Bahrain,Manama,2024-08-17,Active
3992,Customer 3992,Small Business,Construction,3,Saudi Central,Saudi Arabia,Riyadh,2017-09-18,Active
3993,Customer 3993,Mid-Market,Government,2,UAE South,UAE,Abu Dhabi,2018-10-19,Active
3994,Customer 3994,Mid-Market,Government,10,India South,India,Bengaluru,2019-11-20,Active
3995,Customer 3995,Consumer,Healthcare,2,UAE South,UAE,Abu Dhabi,2020-12-21,Active
3996,Customer 3996,Enterprise,Education,9,India West,India,Mumbai,2021-01-22,Dormant
3997,Customer 3997,Enterprise,Healthcare,3,Saudi Central,Saudi Arabia,Riyadh,2022-02-23,Active
3998,Customer 3998,Consumer,Hospitality,6,Kuwait,Kuwait,Kuwait City,2023-03-24,Dormant
3999,Customer 3999,Small Business,Hospitality,1,UAE North,UAE,Dubai,2024-04-25,Dormant
4000,Customer 4000,Consumer,Financial Services,2,UAE South,UAE,Abu Dhabi,2017-05-01,Active
4001,Customer 4001,Small Business,Hospitality,9,India West,India,Mumbai,2018-06-02,Active
4002,Customer 4002,Consumer,Government,10,India South,India,Bengaluru,2019-07-03,Active
4003,Customer 4003,Small Business,Retail,2,UAE South,UAE,Abu Dhabi,2020-08-04,Active
4004,Customer 4004,Consumer,Government,6,Kuwait,Kuwait,Kuwait City,2021-09-05,Active
4005,Customer 4005,Small Business,Financial Services,2,UAE South,UAE,Abu Dhabi,2022-10-06,Active
4006,Customer 4006,Consumer,Government,9,India West,India,Mumbai,2023-11-07,Active
4007,Customer 4007,Mid-Market,Technology,9,India West,India,Mumbai,2024-12-08,Active
4008,Customer 4008,Consumer,Healthcare,2,UAE South,UAE,Abu Dhabi,2017-01-09,Active
4009,Customer 4009,Mid-Market,Retail,8,Oman,Oman,Muscat,2018-02-10,Active
4010,Customer 4010,Mid-Market,Technology,9,India West,India,Mumbai,2019-03-11,Active
4011,Customer 4011,Mid-Market,Healthcare,4,Saudi West,Saudi Arabia,Jeddah,2020-04-12,Active
4012,Customer 4012,Enterprise,Technology,5,Qatar,Qatar,Doha,2021-05-13,Dormant
4013,Customer 4013,Small Business,Healthcare,5,Qatar,Qatar,Doha,2022-06-14,Active
4014,Customer 4014,Small Business,Construction,2,UAE South,UAE,Abu Dhabi,2023-07-15,Active
4015,Customer 4015,Small Business,Retail,1,UAE North,UAE,Dubai,2024-08-16,Active
4016,Customer 4016,Small Business,Retail,1,UAE North,UAE,Dubai,2017-09-17,Active
4017,Customer 4017,Mid-Market,Healthcare,3,Saudi Central,Saudi Arabia,Riyadh,2018-10-18,Active
4018,Customer 4018,Small Business,Healthcare,8,Oman,Oman,Muscat,2019-11-19,Active
4019,Customer 4019,Small Business,Education,4,Saudi West,Saudi Arabia,Jeddah,2020-12-20,Active
4020,Customer 4020,Small Business,Financial Services,3,Saudi Central,Saudi Arabia,Riyadh,2021-01-21,Active
4021,Customer 4021,Small Business,Financial Services,1,UAE North,UAE,Dubai,2022-02-22,Active
4022,Customer 4022,Small Business,Retail,1,UAE North,UAE,Dubai,2023-03-23,Active
4023,Customer 4023,Mid-Market,Government,10,India South,India,Bengaluru,2024-04-24,Dormant
4024,Customer 4024,Mid-Market,Hospitality,8,Oman,Oman,Muscat,2017-05-25,Active
4025,Customer 4025,Consumer,Retail,3,Saudi Central,Saudi Arabia,Riyadh,2018-06-01,Active
4026,Customer 4026,Enterprise,Hospitality,10,India South,India,Bengaluru,2019-07-02,Dormant
4027,Customer 4027,Small Business,Retail,5,Qatar,Qatar,Doha,2020-08-03,Active
4028,Customer 4028,Consumer,Education,10,India South,India,Bengaluru,2021-09-04,Active
4029,Customer 4029,Mid-Market,Technology,1,UAE North,UAE,Dubai,2022-10-05,Active
4030,Customer 4030,Small Business,Healthcare,10,India South,India,Bengaluru,2023-11-06,Active
4031,Customer 4031,Enterprise,Education,10,India South,India,Bengaluru,2024-12-07,Active
4032,Customer 4032,Small Business,Retail,7,Bahrain,Bahrain,Manama,2017-01-08,Active
4033,Customer 4033,Small Business,Construction,7,Bahrain,Bahrain,Manama,2018-02-09,Dormant
4034,Customer 4034,Small Business,Retail,7,Bahrain,Bahrain,Manama,2019-03-10,Dormant
4035,Customer 4035,Consumer,Healthcare,4,Saudi West,Saudi Arabia,Jeddah,2020-04-11,Active
4036,Customer 4036,Small Business,Financial Services,10,India South,India,Bengaluru,2021-05-12,Active
4037,Customer 4037,Enterprise,Technology,6,Kuwait,Kuwait,Kuwait City,2022-06-13,Active
4038,Customer 4038,Small Business,Government,5,Qatar,Qatar,Doha,2023-07-14,Dormant
4039,Customer 4039,Consumer,Technology,7,Bahrain,Bahrain,Manama,2024-08-15,Active
4040,Customer 4040,Small Business,Construction,4,Saudi West,Saudi Arabia,Jeddah,2017-09-16,Active
4041,Customer 4041,Small Business,Financial Services,5,Qatar,Qatar,Doha,2018-10-17,Active
4042,Customer 4042,Mid-Market,Healthcare,8,Oman,Oman,Muscat,2019-11-18,Dormant
4043,Customer 4043,Small Business,Hospitality,3,Saudi Central,Saudi Arabia,Riyadh,2020-12-19,Active
4044,Customer 4044,Consumer,Technology,5,Qatar,Qatar,Doha,2021-01-20,Active
4045,Customer 4045,Small Business,Construction,7,Bahrain,Bahrain,Manama,2022-02-21,Active
4046,Customer 4046,Small Business,Hospitality,5,Qatar,Qatar,Doha,2023-03-22,Active
4047,Customer 4047,Consumer,Hospitality,9,India West,India,Mumbai,2024-04-23,Dormant
